title,author,genre,extent,issue_id,date_issued,volno_string
Editorial,,articles,3,510087,1916-09-01,"Vol. 12, No. 5 "
Peace,"Johnson, G. Douglas ",poetry,1,510087,1916-09-01,"Vol. 12, No. 5 "
The N.A.A.C.P.,,articles,2,510087,1916-09-01,"Vol. 12, No. 5 "
A Fragment,"Lewin, Rose Dorothy ",fiction,7,510087,1916-09-01,"Vol. 12, No. 5 "
Fame,"Johnson, G. Douglas ",poetry,1,510087,1916-09-01,"Vol. 12, No. 5 "
Shadows of Light,,images,1,510087,1916-09-01,"Vol. 12, No. 5 "
The Looking Glass,,,6,510087,1916-09-01,"Vol. 12, No. 5 "
Men of the Month,,articles,3,510087,1916-09-01,"Vol. 12, No. 5 "
The Outer Pocket[Letters],"Mills, C. H. ",letters,1,510087,1916-09-01,"Vol. 12, No. 5 "
To Our Friends,"Watkins, Lucian B. ",poetry,1,510087,1916-09-01,"Vol. 12, No. 5 "
The Horizon,,articles,6,510087,1916-09-01,"Vol. 12, No. 5 "
Back Advertisements,,advertisements,9,510087,1916-09-01,"Vol. 12, No. 5 "
Photograph from Life,Scurlock ,images,1,510140,1916-10-01,"Vol. 12, No. 6 "
Front Advertisements,,advertisements,2,510140,1916-10-01,"Vol. 12, No. 6 "
Contents,,articles,1,510140,1916-10-01,"Vol. 12, No. 6 "
Editorial,,articles,4,510140,1916-10-01,"Vol. 12, No. 6 "
The Hare and the TortoiseA Negro Fairy Folk-Tale from Uganda,"Work, M. N. ",fiction,1,510140,1916-10-01,"Vol. 12, No. 6 "
My Little One,"Johnson, G. Douglas ",poetry,1,510140,1916-10-01,"Vol. 12, No. 6 "
How I Grew My Corn,"Stevenson, Helen ",articles,1,510140,1916-10-01,"Vol. 12, No. 6 "
A Rainy Day,"Dixon, Lottie Burrill ",poetry,1,510140,1916-10-01,"Vol. 12, No. 6 "
The N.A.A.C.P.,,articles,2,510140,1916-10-01,"Vol. 12, No. 6 "
Men of the Month,,articles,3,510140,1916-10-01,"Vol. 12, No. 6 "
The Looking Glass,,articles,2,510140,1916-10-01,"Vol. 12, No. 6 "
Shadows of Light,,images,3,510140,1916-10-01,"Vol. 12, No. 6 "
The Outer Pocket[Letters],"Howe, Margaret E. Miss ",letters,2,510140,1916-10-01,"Vol. 12, No. 6 "
The Horizon,,articles,5,510140,1916-10-01,"Vol. 12, No. 6 "
Back Advertisements,,advertisements,10,510140,1916-10-01,"Vol. 12, No. 6 "
Photograph from Life,"Cloud, F. H. ",images,1,510255,1916-11-01,"Vol. 13, No. 1 "
Front Advertisements,,advertisements,4,510255,1916-11-01,"Vol. 13, No. 1 "
Contents,,articles,1,510255,1916-11-01,"Vol. 13, No. 1 "
Editorial,,articles,3,510255,1916-11-01,"Vol. 13, No. 1 "
The Colored Citizen of Puerto Rico,"Queen, Hallie E. ",articles,1,510255,1916-11-01,"Vol. 13, No. 1 "
The Lovely Lady,"Lee, M. E. ",fiction,1,510255,1916-11-01,"Vol. 13, No. 1 "
The Call,"Johnson, Will N. ",poetry,1,510255,1916-11-01,"Vol. 13, No. 1 "
The N.A.A.C.P.,,articles,1,510255,1916-11-01,"Vol. 13, No. 1 "
Men of the Month,,articles,2,510255,1916-11-01,"Vol. 13, No. 1 "
The Looking Glass,,articles,5,510255,1916-11-01,"Vol. 13, No. 1 "
The Horizon,,articles,8,510255,1916-11-01,"Vol. 13, No. 1 "
Mate,"Johnson, G. Douglas ",poetry,1,510255,1916-11-01,"Vol. 13, No. 1 "
Back Advertisements,,advertisements,15,510255,1916-11-01,"Vol. 13, No. 1 "
The Three Kings,"Metsys, Quentin ",images,1,510308,1916-12-01,"Vol. 13, No. 2 "
Front Advertisements,,advertisements,2,510308,1916-12-01,"Vol. 13, No. 2 "
Contents,,articles,1,510308,1916-12-01,"Vol. 13, No. 2 "
Editorial,,articles,4,510308,1916-12-01,"Vol. 13, No. 2 "
CartoonThe Election,"Harris, Lorenzo ",images,1,510308,1916-12-01,"Vol. 13, No. 2 "
'Bits'A Christmas Story,"Ricks, Helen G. ",fiction,2,510308,1916-12-01,"Vol. 13, No. 2 "
Christ-Mother,,poetry,1,510308,1916-12-01,"Vol. 13, No. 2 "
Anthony Crawford,,articles,1,510308,1916-12-01,"Vol. 13, No. 2 "
The First Stone,"Bowler, Joseph Lyndel ",fiction,3,510308,1916-12-01,"Vol. 13, No. 2 "
The Foretrekkers,"Werner, Alice ",poetry,1,510308,1916-12-01,"Vol. 13, No. 2 "
Fifty Years in LouisianaViews of a Northern White Settler in the South,"Baldwin, John Paul ",articles,2,510308,1916-12-01,"Vol. 13, No. 2 "
The Outer Pocket[Letters],"Woodberry, Latham ",letters,1,510308,1916-12-01,"Vol. 13, No. 2 "
Men of the Month,,articles,2,510308,1916-12-01,"Vol. 13, No. 2 "
"Shadows of LightUnveiling of the Statue of Antonio Maceo, the Colored Liberator of Cuba,

                May 20, 1916, at Havana",,images,1,510308,1916-12-01,"Vol. 13, No. 2 "
"Shadows of LightChristmas in Georgia, A.D. 1916",,images,1,510308,1916-12-01,"Vol. 13, No. 2 "
"Shadows of LightJack Bond of Selma, Ala., and Others",,images,1,510308,1916-12-01,"Vol. 13, No. 2 "
The Looking Glass,,articles,6,510308,1916-12-01,"Vol. 13, No. 2 "
The Horizon,,articles,6,510308,1916-12-01,"Vol. 13, No. 2 "
Back Advertisements,,advertisements,9,510308,1916-12-01,"Vol. 13, No. 2 "
"The Mechanics' Savings Bank of Richmond, Virginia","Brown, George E. ",images,1,510361,1917-01-01,"Vol. 13, No. 3 "
Front Advertisements,,advertisements,2,510361,1917-01-01,"Vol. 13, No. 3 "
Contents,,articles,1,510361,1917-01-01,"Vol. 13, No. 3 "
Editorial,,articles,4,510361,1917-01-01,"Vol. 13, No. 3 "
Censorship,"Milholland, Inez ",articles,1,510361,1917-01-01,"Vol. 13, No. 3 "
MammyA Story,"Ries, Adeline F. ",fiction,1,510361,1917-01-01,"Vol. 13, No. 3 "
Ebon Maid and Girl of Mine,"Watkins, Lucian B. ",poetry,1,510361,1917-01-01,"Vol. 13, No. 3 "
The Late William A. Hunton ,,articles,1,510361,1917-01-01,"Vol. 13, No. 3 "
The N.A.A.C.P.,,articles,1,510361,1917-01-01,"Vol. 13, No. 3 "
The Outer Pocket[Letters],"Whitner, L. W. ",letters,1,510361,1917-01-01,"Vol. 13, No. 3 "
Colored Richmond,"Caffee, E. D. ",articles,3,510361,1917-01-01,"Vol. 13, No. 3 "
Men of Richmond,,articles,5,510361,1917-01-01,"Vol. 13, No. 3 "
The Final Strain,"Johnson, G. Douglas ",poetry,1,510361,1917-01-01,"Vol. 13, No. 3 "
The Looking Glass,,articles,6,510361,1917-01-01,"Vol. 13, No. 3 "
The Horizon,,articles,7,510361,1917-01-01,"Vol. 13, No. 3 "
Back Advertisements,,advertisements,8,510361,1917-01-01,"Vol. 13, No. 3 "
The Honorable Richard T. GreenerPhotograph from Life,,images,1,510414,1917-02-01,"Vol. 13, No. 4 "
Front Advertisements,,advertisements,2,510414,1917-02-01,"Vol. 13, No. 4 "
Contents,,articles,1,510414,1917-02-01,"Vol. 13, No. 4 "
Editorial,"Dill, A. G. ",articles,2,510414,1917-02-01,"Vol. 13, No. 4 "
The N.A.A.C.P.,,articles,3,510414,1917-02-01,"Vol. 13, No. 4 "
The Call of the Patriot,"Johnson, Fenton ",fiction,4,510414,1917-02-01,"Vol. 13, No. 4 "
The Frederick Douglass Home,"Talbert, Mary B. Mrs. ",articles,2,510414,1917-02-01,"Vol. 13, No. 4 "
The Looking Glass,,articles,7,510414,1917-02-01,"Vol. 13, No. 4 "
Why?,"Johnson, G. Douglas ",poetry,1,510414,1917-02-01,"Vol. 13, No. 4 "
"Shadows of LightNegro Senegalese, and Other Pictures",,images,1,510414,1917-02-01,"Vol. 13, No. 4 "
Men of the Month,,articles,2,510414,1917-02-01,"Vol. 13, No. 4 "
Rhapsody,"Morgan, Edwin J. ",poetry,1,510414,1917-02-01,"Vol. 13, No. 4 "
The Horizon,,articles,6,510414,1917-02-01,"Vol. 13, No. 4 "
The Year's Lynchings,,articles,1,510414,1917-02-01,"Vol. 13, No. 4 "
Sheriff Griffin,"Nichols, Franklin O. ",fiction,2,510414,1917-02-01,"Vol. 13, No. 4 "
The Outer Pocket[Letters],"Devoe, R. Miss ",,1,510414,1917-02-01,"Vol. 13, No. 4 "
Back Advertisements,,advertisements,8,510414,1917-02-01,"Vol. 13, No. 4 "
To Sin by Silence...,"Latimer, Louise ",images,1,510467,1917-03-01,"Vol. 13, No. 5 "
Front Advertisements,,advertisements,2,510467,1917-03-01,"Vol. 13, No. 5 "
Contents,,articles,1,510467,1917-03-01,"Vol. 13, No. 5 "
Editorial,,articles,4,510467,1917-03-01,"Vol. 13, No. 5 "
"O Sea, That Knowest Thy Strength","Lee, Mary Effie ",poetry,1,510467,1917-03-01,"Vol. 13, No. 5 "
"The New Dunbar High School, Washington, D.C.","Wright, J. C.  ",articles,2,510467,1917-03-01,"Vol. 13, No. 5 "
To the Dunbar High School(A Sonnet),"GrimkÃ©, Angelina W. ",poetry,1,510467,1917-03-01,"Vol. 13, No. 5 "
Heroes of Death,"GrimkÃ©, F. J. ",articles,2,510467,1917-03-01,"Vol. 13, No. 5 "
The Hegira,"Johnson, G. Douglas ",poetry,1,510467,1917-03-01,"Vol. 13, No. 5 "
The N.A.A.C.P.,,articles,1,510467,1917-03-01,"Vol. 13, No. 5 "
Men of the Month,,articles,2,510467,1917-03-01,"Vol. 13, No. 5 "
Shadows of LightPictures and Two Public Appointees,,images,2,510467,1917-03-01,"Vol. 13, No. 5 "
The Looking Glass,,articles,6,510467,1917-03-01,"Vol. 13, No. 5 "
The Horizon,,articles,7,510467,1917-03-01,"Vol. 13, No. 5 "
CartoonVoice of Congo,"Harleston, E. A.  ",images,1,510467,1917-03-01,"Vol. 13, No. 5 "
Back Advertisements,,advertisements,12,510467,1917-03-01,"Vol. 13, No. 5 "
Children on Easter,"Farrow, W. M. ",images,1,510520,1917-04-01,"Vol. 13, No. 6 "
Front Advertisements,,advertisements,2,510520,1917-04-01,"Vol. 13, No. 6 "
Contents,,articles,1,510520,1917-04-01,"Vol. 13, No. 6 "
Editorial,,articles,4,510520,1917-04-01,"Vol. 13, No. 6 "
The Dawn's Awake!,"Bohanan, Otto Leland ",poetry,1,510520,1917-04-01,"Vol. 13, No. 6 "
In the Still Night,"Hill, Leslie Pinckney ",poetry,1,510520,1917-04-01,"Vol. 13, No. 6 "
'There Was One Time!'A Story of SpringI-III,"Fauset, Jessie ",fiction,5,510520,1917-04-01,"Vol. 13, No. 6 "
The Myrtilla Miner Normal School,"Jenifer, George D. ",articles,3,510520,1917-04-01,"Vol. 13, No. 6 "
Men of the Month,,articles,2,510520,1917-04-01,"Vol. 13, No. 6 "
The N.A.A.C.P.,,articles,2,510520,1917-04-01,"Vol. 13, No. 6 "
The Outer Pocket[Letters],"Moore, Donald W. ",letters,1,510520,1917-04-01,"Vol. 13, No. 6 "
The Looking Glass,,articles,5,510520,1917-04-01,"Vol. 13, No. 6 "
The Horizon,,articles,1,510520,1917-04-01,"Vol. 13, No. 6 "
Back Advertisements,,advertisements,10,510520,1917-04-01,"Vol. 13, No. 6 "
"Memphis May 22, A. D., 1917An account taken solely from the Memphis white daily papers, save that we

                have added explanatory headings",,articles,3,510907,1917-05-01,"Vol. 14, No. 3 "
Cover Image: Photograph of Miss Anita Thompson,,images,1,510573,1917-05-01,"Vol. 14, No. 1 "
Front Advertisements,,advertisements,2,510573,1917-05-01,"Vol. 14, No. 1 "
Contents,,articles,1,510573,1917-05-01,"Vol. 14, No. 1 "
Editorial,,articles,3,510573,1917-05-01,"Vol. 14, No. 1 "
'There Was One Time!'A Story of SpringIV-V,"Fauset, Jessie ",fiction,4,510573,1917-05-01,"Vol. 14, No. 1 "
The Man Who Never Sold an Acre,"Woods, J. B. ",articles,2,510573,1917-05-01,"Vol. 14, No. 1 "
A Sonnet: To the Mantled!,"Johnson, G. Douglas ",poetry,1,510573,1917-05-01,"Vol. 14, No. 1 "
The N. A. A. C. P.The Heart of the South,,articles,1,510573,1917-05-01,"Vol. 14, No. 1 "
The Outer Pocket[Letters],"Speight, Harold E. B. ",letters,2,510573,1917-05-01,"Vol. 14, No. 1 "
The Looking Glass,,articles,6,510573,1917-05-01,"Vol. 14, No. 1 "
The Looking GlassFrench African Troops Rest After Victory at Douaumont,,images,1,510573,1917-05-01,"Vol. 14, No. 1 "
"The Looking GlassFrom Boston, Massachusetts",,images,1,510573,1917-05-01,"Vol. 14, No. 1 "
Men of the Month,,articles,2,510573,1917-05-01,"Vol. 14, No. 1 "
The Horizon,,,8,510573,1917-05-01,"Vol. 14, No. 1 "
Back Advertisements,,advertisements,9,510573,1917-05-01,"Vol. 14, No. 1 "
Photograph from Life,Battey ,images,1,510626,1917-06-01,"Vol. 14, No. 2 "
Front Advertisements,,advertisements,2,510626,1917-06-01,"Vol. 14, No. 2 "
Contents,,articles,1,510626,1917-06-01,"Vol. 14, No. 2 "
Editorial,,articles,3,510626,1917-06-01,"Vol. 14, No. 2 "
Aunt Calline's Sheaves,"Pendleton, Leila Amos ",fiction,1,510626,1917-06-01,"Vol. 14, No. 2 "
The Migration of Negroes,"DuBois, W. E. B. ",articles,3,510626,1917-06-01,"Vol. 14, No. 2 "
The N. A. A. C. P.,,articles,3,510626,1917-06-01,"Vol. 14, No. 2 "
Mammy,"Bohanan, Otto Leland ",poetry,1,510626,1917-06-01,"Vol. 14, No. 2 "
Shadows of Light,,images,2,510626,1917-06-01,"Vol. 14, No. 2 "
Cartoon: In Spite of Submarines!,"Harris, Lorenzo ",images,1,510626,1917-06-01,"Vol. 14, No. 2 "
The Looking Glass,,articles,6,510626,1917-06-01,"Vol. 14, No. 2 "
Men of the Month,,articles,2,510626,1917-06-01,"Vol. 14, No. 2 "
The Horizon,,articles,7,510626,1917-06-01,"Vol. 14, No. 2 "
Back Advertisements,,advertisements,11,510626,1917-06-01,"Vol. 14, No. 2 "
Battle Scene,"Harris, Lorenzo ",images,1,510679,1917-07-01,"Vol. 14, No. 3 "
Front Advertisements,,advertisements,2,510679,1917-07-01,"Vol. 14, No. 3 "
Contents,,articles,1,510679,1917-07-01,"Vol. 14, No. 3 "
Editorial,,articles,5,510679,1917-07-01,"Vol. 14, No. 3 "
Photographs of College GraduatesPhi Beta Kappa and Recipients of Higher Degrees,,images,1,510679,1917-07-01,"Vol. 14, No. 3 "
Our Graduates,,,9,510679,1917-07-01,"Vol. 14, No. 3 "
"Photographs of College GraduatesFrom Harvard and Radcliffe, Negro Colleges, and Northern

                Colleges",,images,1,510679,1917-07-01,"Vol. 14, No. 3 "
'Gray Eyes'A StoryI,'Jack Howard' ,fiction,3,510679,1917-07-01,"Vol. 14, No. 3 "
Debating and Athletics in Colored Colleges,"Henderson, E. B. ",articles,1,510679,1917-07-01,"Vol. 14, No. 3 "
Ethiopian Maid,"Hawkins, Walter Everette ",poetry,1,510679,1917-07-01,"Vol. 14, No. 3 "
The N. A. A. C. P.,,articles,1,510679,1917-07-01,"Vol. 14, No. 3 "
The Public Schools of New York,"Mitchel, John Purroy ",articles,1,510679,1917-07-01,"Vol. 14, No. 3 "
The Looking Glass,,articles,5,510679,1917-07-01,"Vol. 14, No. 3 "
The Horizon,,articles,6,510679,1917-07-01,"Vol. 14, No. 3 "
Back Advertisements,,advertisements,10,510679,1917-07-01,"Vol. 14, No. 3 "
Vacation Scene,"Farrow, W. M. ",images,1,510732,1917-08-01,"Vol. 14, No. 4 "
Front Advertisements,,advertisements,1,510732,1917-08-01,"Vol. 14, No. 4 "
Contents,,articles,1,510732,1917-08-01,"Vol. 14, No. 4 "
Editorial,,articles,3,510732,1917-08-01,"Vol. 14, No. 4 "
Concerning the Frederick Douglass Memorial,"Talbert, Mary B. ",articles,1,510732,1917-08-01,"Vol. 14, No. 4 "
Idlewild,,articles,1,510732,1917-08-01,"Vol. 14, No. 4 "
Scenes from Idlewild,,images,1,510732,1917-08-01,"Vol. 14, No. 4 "
The Best Summer I Ever Spent,"Thweatt, H. H. ",articles,2,510732,1917-08-01,"Vol. 14, No. 4 "
Frederick DouglassâOrator,"Watkins, Lucian B. ",poetry,1,510732,1917-08-01,"Vol. 14, No. 4 "
Paul Laurence DunbarâPoet,"Watkins, Lucian B. ",poetry,1,510732,1917-08-01,"Vol. 14, No. 4 "
Samuel Coleridge-TaylorâMusician,"Watkins, Lucian B. ",poetry,1,510732,1917-08-01,"Vol. 14, No. 4 "
Laughing In and Out,"Ide, Edward ",poetry,1,510732,1917-08-01,"Vol. 14, No. 4 "
'Gray Eyes'A StoryII,'Jack Howard' ,fiction,2,510732,1917-08-01,"Vol. 14, No. 4 "
Tears and Kisses,"Johnson, G. Douglas ",poetry,1,510732,1917-08-01,"Vol. 14, No. 4 "
The Looking Glass,,articles,5,510732,1917-08-01,"Vol. 14, No. 4 "
Shadows of Light ,,images,3,510732,1917-08-01,"Vol. 14, No. 4 "
The N. A. A. C. P.,,articles,3,510732,1917-08-01,"Vol. 14, No. 4 "
Men of the Month,,articles,2,510732,1917-08-01,"Vol. 14, No. 4 "
The Horizon,,articles,6,510732,1917-08-01,"Vol. 14, No. 4 "
Back Advertisements,,advertisements,10,510732,1917-08-01,"Vol. 14, No. 4 "
"Blanche Deas, of the Negro PlayersA Study from Life","Walts, Frank ",images,1,510785,1917-09-01,"Vol. 14, No. 5 "
Front Advertisements,,advertisements,2,510785,1917-09-01,"Vol. 14, No. 5 "
Contents,,articles,1,510785,1917-09-01,"Vol. 14, No. 5 "
Editorial,,articles,3,510785,1917-09-01,"Vol. 14, No. 5 "
The Massacre of East St. LouisAn Investigation by the N. A. A. C. P.,,articles,19,510785,1917-09-01,"Vol. 14, No. 5 "
The Looking Glass,,articles,8,510785,1917-09-01,"Vol. 14, No. 5 "
Again It Is September,"Fauset, Jessie ",poetry,1,510785,1917-09-01,"Vol. 14, No. 5 "
Drawing for 'Again It Is September',"Wheeler, Laura ",images,1,510785,1917-09-01,"Vol. 14, No. 5 "
Negro Soldiers,"Jamison, Roscoe C. ",poetry,1,510785,1917-09-01,"Vol. 14, No. 5 "
The So-Called Black Peril in South Africa,"Werner, Alice ",articles,3,510785,1917-09-01,"Vol. 14, No. 5 "
The Ragtime Regiment,"Middleton, Henry Davis ",fiction,3,510785,1917-09-01,"Vol. 14, No. 5 "
Black Samson of Brandywine,,poetry,1,510785,1917-09-01,"Vol. 14, No. 5 "
Men of the Month,,articles,2,510785,1917-09-01,"Vol. 14, No. 5 "
The Horizon,,articles,5,510785,1917-09-01,"Vol. 14, No. 5 "
Back Advertisements,,advertisements,11,510785,1917-09-01,"Vol. 14, No. 5 "
Photograph from Life,"Cloud, F. H. ",images,1,510854,1917-10-01,"Vol. 14, No. 6 "
Front Advertisements,,advertisements,2,510854,1917-10-01,"Vol. 14, No. 6 "
Contents,,articles,1,510854,1917-10-01,"Vol. 14, No. 6 "
The First of the Photographs of Sixty-Eight ChildrenSuffer the Little Children to Come unto Me ...,,images,1,510854,1917-10-01,"Vol. 14, No. 6 "
Editorial,,,2,510854,1917-10-01,"Vol. 14, No. 6 "
A South African Red Riding Hood,"Work, Monroe N. ",fiction,1,510854,1917-10-01,"Vol. 14, No. 6 "
Little Mothers of Tomorrow,"Koch, Felix J. ",articles,3,510854,1917-10-01,"Vol. 14, No. 6 "
"Camp Pleasant, District of Columbia","Scurlock, A. N. ",images,1,510854,1917-10-01,"Vol. 14, No. 6 "
Heritage,"Johnson, Georgia Douglas ",poetry,1,510854,1917-10-01,"Vol. 14, No. 6 "
The Mother,"Johnson, Georgia Douglas ",poetry,1,510854,1917-10-01,"Vol. 14, No. 6 "
My Boy,"Johnson, Georgia Douglas ",poetry,1,510854,1917-10-01,"Vol. 14, No. 6 "
Guardianship,"Johnson, Georgia Douglas ",poetry,1,510854,1917-10-01,"Vol. 14, No. 6 "
Hope,"Johnson, Georgia Douglas ",poetry,1,510854,1917-10-01,"Vol. 14, No. 6 "
Let Me Not Lose My Dream,"Johnson, Georgia Douglas ",poetry,1,510854,1917-10-01,"Vol. 14, No. 6 "
Children's Children Are the Crown of Old Men ...,,images,1,510854,1917-10-01,"Vol. 14, No. 6 "
Men of the Month,,articles,2,510854,1917-10-01,"Vol. 14, No. 6 "
The Looking Glass,,articles,7,510854,1917-10-01,"Vol. 14, No. 6 "
The N. A. A. C. P.,,images,3,510854,1917-10-01,"Vol. 14, No. 6 "
A Letter by a Six-Year-Old Girl,"Cothran, Marion Gladys ",letters,1,510854,1917-10-01,"Vol. 14, No. 6 "
The Horizon,,,6,510854,1917-10-01,"Vol. 14, No. 6 "
The Outer Pocket[Letters],"Braithwaite, W. S. ",letters,1,510854,1917-10-01,"Vol. 14, No. 6 "
Back Advertisements,,advertisements,11,510854,1917-10-01,"Vol. 14, No. 6 "
A Study from Life,"Walts, Frank ",images,1,510912,1917-11-01,"Vol. 15, No. 1 "
Front Advertisements,,advertisements,2,510912,1917-11-01,"Vol. 15, No. 1 "
Contents,,articles,1,510912,1917-11-01,"Vol. 15, No. 1 "
Editorial,,articles,5,510912,1917-11-01,"Vol. 15, No. 1 "
To America,"Johnson, James Weldon ",poetry,1,510912,1917-11-01,"Vol. 15, No. 1 "
Drawing for 'To America',"Wheeler, Laura ",images,1,510912,1917-11-01,"Vol. 15, No. 1 "
HoustonAn N.A.A.C.P. Investigation,"Gruening, Martha ",articles,5,510912,1917-11-01,"Vol. 15, No. 1 "
Votes for AllA Symposium,"Hay, Mary Garrett ",articles,2,510912,1917-11-01,"Vol. 15, No. 1 "
Men of the Month,,articles,1,510912,1917-11-01,"Vol. 15, No. 1 "
Shadows of Light,,images,3,510912,1917-11-01,"Vol. 15, No. 1 "
The Looking Glass,,articles,7,510912,1917-11-01,"Vol. 15, No. 1 "
The Horizon,,articles,5,510912,1917-11-01,"Vol. 15, No. 1 "
Back Advertisements,,advertisements,10,510912,1917-11-01,"Vol. 15, No. 1 "
A Photograph from Life,"Cloud, F. H. ",images,1,510965,1917-12-01,"Vol. 15, No. 2 "
Front Advertisements,,advertisements,2,510965,1917-12-01,"Vol. 15, No. 2 "
Contents,,articles,1,510965,1917-12-01,"Vol. 15, No. 2 "
Editorial,,articles,3,510965,1917-12-01,"Vol. 15, No. 2 "
The Treasure of the Poor,"Fauset, Jessie ",fiction,2,510965,1917-12-01,"Vol. 15, No. 2 "
The Young Men's Christian Association and the War,"Moorland, Jesse Edward Dr. ",articles,3,510965,1917-12-01,"Vol. 15, No. 2 "
The N. A. A. C. P.Segregation. Text of the Supreme Court Decision,,articles,4,510965,1917-12-01,"Vol. 15, No. 2 "
Men of the Month,,articles,1,510965,1917-12-01,"Vol. 15, No. 2 "
The Negro and the War Department,"Scott, Emmett Jay ",articles,1,510965,1917-12-01,"Vol. 15, No. 2 "
The Looking Glass,,articles,4,510965,1917-12-01,"Vol. 15, No. 2 "
Shadows of Light,,images,2,510965,1917-12-01,"Vol. 15, No. 2 "
The Horizon,,articles,6,510965,1917-12-01,"Vol. 15, No. 2 "
Back Advertisements,,advertisements,12,510965,1917-12-01,"Vol. 15, No. 2 "
A Study from Life,"Walts, Frank ",images,1,511018,1918-01-01,"Vol. 15, No. 3 "
Front Advertisements,,advertisements,2,511018,1918-01-01,"Vol. 15, No. 3 "
Contents,,articles,1,511018,1918-01-01,"Vol. 15, No. 3 "
Editorial,,articles,4,511018,1918-01-01,"Vol. 15, No. 3 "
The N. A. A. C. P.The Congressional Investigation of East St. Louis,"Cooper, Lindsey ",articles,5,511018,1918-01-01,"Vol. 15, No. 3 "
The Way of the TransgressorA Story,"Green, Wallace ",fiction,3,511018,1918-01-01,"Vol. 15, No. 3 "
A Mother's New Year Resolutions,"Washington, Josephine T. ",articles,1,511018,1918-01-01,"Vol. 15, No. 3 "
The Outer Pocket[Letters],"Hope, John ",letters,2,511018,1918-01-01,"Vol. 15, No. 3 "
Men of the Month,,articles,1,511018,1918-01-01,"Vol. 15, No. 3 "
The Houston Trial,"Lloyd, W. C. ",images,1,511018,1918-01-01,"Vol. 15, No. 3 "
Negro Laborers and Soldiers,,images,1,511018,1918-01-01,"Vol. 15, No. 3 "
'Taint No Need o' Women Worrin',"Charmichael, Waverly T. ",poetry,1,511018,1918-01-01,"Vol. 15, No. 3 "
The Looking Glass,,articles,4,511018,1918-01-01,"Vol. 15, No. 3 "
The Horizon,,articles,6,511018,1918-01-01,"Vol. 15, No. 3 "
Negro Buildings,,images,1,511018,1918-01-01,"Vol. 15, No. 3 "
Back Advertisements,,advertisements,10,511018,1918-01-01,"Vol. 15, No. 3 "
The EditorDrawn from Life,"Walts, Frank ",images,1,511071,1918-02-01,"Vol. 15, No. 4 "
Front Advertisements,,advertisements,2,511071,1918-02-01,"Vol. 15, No. 4 "
Contents,,articles,1,511071,1918-02-01,"Vol. 15, No. 4 "
Editorial,,articles,2,511071,1918-02-01,"Vol. 15, No. 4 "
"In Castleton Gardens, Jamaica",Brown and Dawson ,images,1,511071,1918-02-01,"Vol. 15, No. 4 "
The Shadow of Years,"DuBois, W. E. B. ",articles,4,511071,1918-02-01,"Vol. 15, No. 4 "
Leonora's Conversion,"Harrold, Edna May ",fiction,2,511071,1918-02-01,"Vol. 15, No. 4 "
Negro Education,"DuBois, W. E. B. ",articles,5,511071,1918-02-01,"Vol. 15, No. 4 "
The Burning at DyersburgAn N. A. A. C. P. Investigation,,articles,5,511071,1918-02-01,"Vol. 15, No. 4 "
"Lynchings and Mob Murders, 1917",,articles,1,511071,1918-02-01,"Vol. 15, No. 4 "
To the United States of North America,"Campbell, Thomas ",poetry,1,511071,1918-02-01,"Vol. 15, No. 4 "
"These7:17, A.M., December 11, 1917","Watkins, Lucian B. ",poetry,1,511071,1918-02-01,"Vol. 15, No. 4 "
The Looking Glass,,articles,4,511071,1918-02-01,"Vol. 15, No. 4 "
The Horizon,,articles,5,511071,1918-02-01,"Vol. 15, No. 4 "
Back Advertisements,,advertisements,11,511071,1918-02-01,"Vol. 15, No. 4 "
Cover Image: Photograph of a Woman in Fur-Trimmed Coat,"Battey, C. M. ",images,1,511124,1918-03-01,"Vol. 15, No. 5 "
Front Advertisements,,advertisements,2,511124,1918-03-01,"Vol. 15, No. 5 "
Contents,,articles,1,511124,1918-03-01,"Vol. 15, No. 5 "
Editorial,,articles,3,511124,1918-03-01,"Vol. 15, No. 5 "
The N. A. A. C. P.The Moorfield Storey Drive for Fifty Thousand Members,,articles,1,511124,1918-03-01,"Vol. 15, No. 5 "
The Theory of Co-operation,"Warbasse, James Peter ",articles,3,511124,1918-03-01,"Vol. 15, No. 5 "
The MartyrA Story,"Taylor, O. C. W. ",fiction,2,511124,1918-03-01,"Vol. 15, No. 5 "
In the Cantonments,,articles,2,511124,1918-03-01,"Vol. 15, No. 5 "
Men of the Month,,articles,3,511124,1918-03-01,"Vol. 15, No. 5 "
The Looking Glass,,images,5,511124,1918-03-01,"Vol. 15, No. 5 "
The Slave Ship,"Turner, J. M. W. ",images,1,511124,1918-03-01,"Vol. 15, No. 5 "
The Outer Pocket[Letters],"Thomas, John ",letters,1,511124,1918-03-01,"Vol. 15, No. 5 "
The Funny Page,"Harris, Lorenzo ",images,1,511124,1918-03-01,"Vol. 15, No. 5 "
The Horizon,,articles,7,511124,1918-03-01,"Vol. 15, No. 5 "
Back Advertisements,,advertisements,10,511124,1918-03-01,"Vol. 15, No. 5 "
Lead Kindly Light,"Scott, William Edward ",images,1,511177,1918-04-01,"Vol. 15, No. 6 "
Front Advertisements,,advertisements,2,511177,1918-04-01,"Vol. 15, No. 6 "
Contents,,articles,1,511177,1918-04-01,"Vol. 15, No. 6 "
Editorial,,articles,3,511177,1918-04-01,"Vol. 15, No. 6 "
